Adresa;Adresa interní;Městská část;GPS lat;GPS lon;vyska;Typ zdroje;Systém;Popis
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;StPS1MT;Strnadova 2,4,6,8,10,12
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;StPS2MT;Štefáčkova 1,3,5,7,9,11
Štefáčkova 13;VS14 Štefáčkova;Líšeň;49.2086544;16.6899906;332.5;HV;StPS3MT;Štefáčkova 15
Štouračova 24;PKKB4 Štouračov.24;Bystrc;49.2154836;16.5202939;258.4;PK;K4StoKOT;Kotle KB4 Štouračova
Štouračova 24;PKKB4 Štouračov.24;Bystrc;49.2154836;16.5202939;258.4;PK;K4StoSTR;Topení KB4 Štouračova
Štouračova 24;PKKB4 Štouračov.24;Bystrc;49.2154836;16.5202939;258.4;PK;K4StoMT;Měření KB4 Štouračova
Šumavská 21;VS Šumavská 21;Ponava;49.2114683;16.5961794;234.7;HV;VSSumKOT;Kotelna VS Šumavská
Šumavská 21;VS Šumavská 21;Ponava;49.2114683;16.5961794;234.7;HV;VSSumSTR;Kotelna VS Šumavská
Šumavská 21;VS Šumavská 21;Ponava;49.2114683;16.5961794;234.7;HV;VSSumMT;Měření VS Šumavská
Švermova 11a;PK 11 Švermova;Bohunice;49.1686803;16.5711181;255.0;PK;K11SvKOT;Kotle K11 Švermova
Švermova 11a;PK 11 Švermova;Bohunice;49.1686803;16.5711181;255.0;PK;K11SvSTR;Strojovna K11 Švermova
Švermova 11a;PK 11 Švermova;Bohunice;49.1686803;16.5711181;255.0;PK;K11SvMT;Měření K11 Švermova
Švermova 11a;PK 11 Švermova;Bohunice;49.1686803;16.5711181;255.0;PK;K11SvPS1;PDS Švermova 1,3,5,7,13
Švermova 11a;PK 11 Švermova;Bohunice;49.1686803;16.5711181;255.0;PK;K11SvPS2;PDS Šver.15,17,19,21,23
Švermova 11a;PK 11 Švermova;Bohunice;49.1686803;16.5711181;255.0;PK;S11PS1MT;Měř.Švermova 1,3,5,7,13
Švermova 11a;PK 11 Švermova;Bohunice;49.1686803;16.5711181;255.0;PK;S11PS2MT;Měř.Šver.15,17,19,21,23
Švermova 14a;PK 12 Švermova;Bohunice;49.1693150;16.5741225;257.0;PK;K12SvKOT;Kotle K12 Švermova
Švermova 14a;PK 12 Švermova;Bohunice;49.1693150;16.5741225;257.0;PK;K12SvSTR;Strojovna K12 Švermova
Švermova 14a;PK 12 Švermova;Bohunice;49.1693150;16.5741225;257.0;PK;K12SvMT;Měření K12 Švermova
Švermova 14a;PK 12 Švermova;Bohunice;49.1693150;16.5741225;257.0;PK;K12SvPS1;PDS Švermova 2,4,6,8
Švermova 14a;PK 12 Švermova;Bohunice;49.1693150;16.5741225;257.0;PK;K12SvPS2;PDS Švermova 10,12,14
Švermova 14a;PK 12 Švermova;Bohunice;49.1693150;16.5741225;257.0;PK;S12PS1MT;Měř.Švermova 2,4,6,8
Švermova 14a;PK 12 Švermova;Bohunice;49.1693150;16.5741225;257.0;PK;S12PS2MT;Měř.Švermova 10,12,14
Tábor 53;VS Tábor 53;Ponava;49.2142931;16.5935464;239.9;HV;VST53KOT;Kotelna VS Tabor 53
Tábor 53;VS Tábor 53;Ponava;49.2142931;16.5935464;239.9;HV;VST53STR;Strojovna VS Tabor 53
Tábor 53;VS Tábor 53;Ponava;49.2142931;16.5935464;239.9;HV;VST53MT;Měření VS Tabor 53
Tábor 63;VS Tábor 63;Ponava;49.2146211;16.5948147;237.8;HV;VST63KOT;Kotelna VS Tabor 63
Tábor 63;VS Tábor 63;Ponava;49.2146211;16.5948147;237.8;HV;VST63STR;Strojovna VS Tabor 63
Tábor 63;VS Tábor 63;Ponava;49.2146211;16.5948147;237.8;HV;VST63MT;Měření VS Tabor 63
Technická 2;VS Purkyňov.ČTpark;Královo Pole;49.2237097;16.5785839;282.8;HV;CTpA_STR;VS ČTpark-objektA
Technická 2;VS Purkyňov.ČTpark;Královo Pole;49.2237097;16.5785839;282.8;HV;CTpB_STR;VS ČTpark-objektB
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;Bystrc\Teyschlova_33;Měření Ričanská 3,9,13
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyRicMT;Měření Kavči 1,6
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyKavMT;Měření Hvozdecká
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyHvoMT;Měření Chudčická
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyChuMT;Měření Teyschlova
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyTeyMT;Měření Chvalovská
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyChvMT;Měření Křepelči
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyKreMT;Měření Kamechy
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyKamMT;PDS Hvozdecká
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyHvoPS;PDS Křepelči
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyKrePS;PDS Chudčická
Teyschlova 33;PKCZT Teyschlov.33;Bystrc;49.2155772;16.5012853;337.7;PK;TeyChuPS;
Topolky 24;VS Topolky 24;Žabovřesky;49.2169186;16.5743831;225.5;HV;VTo24STR;Strojovna Topolky 24
Topolky 24;VS Topolky 24;Žabovřesky;49.2169186;16.5743831;225.5;HV;VsTo24MT;Měření Topolky 24
Topolky 26;VS Topolky 26;Žabovřesky;49.2170825;16.5747453;228.0;HV;VTo26STR;Strojovna Topolky 26
Topolky 26;VS Topolky 26;Žabovřesky;49.2170825;16.5747453;228.0;HV;VsTo26MT;Měření Topolky 26
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TKOT;Kotelna HO13 Třískalova
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TSTR;Stroj. HO13 Třískalova
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TMT;Měř. HO13 Třískalova
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TPS1;PDS H13 Třískalova 1-4
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TPS2;PDS H13 Třískalova 5-8
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TPS3;PDS H13 Třískalova 9-12
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TPS4;PDS H13Tří.14VS,16,18,20
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;HO13TPS5;PDS H13 Tří. 22,24,30
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;TriPS1MT;Měření Třískalova 1-4
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;TriPS2MT;Měření Třískalova 5-8
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;TriPS3MT;Měření Třískalova 9-12
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;TriPS4MT;Měř
Třískalova 14;HO13 Třískalova14;Lesná;49.2263164;16.6212092;266.6;HV;TriPS5MT;
Turgeněvova 18a;PK Turgeněvov.18a;Černovice;49.1891186;16.6451608;214.5;PK;PKTurKOT;Kotle Turgeněvova
Turgeněvova 18a;PK Turgeněvov.18a;Černovice;49.1891186;16.6451608;214.5;PK;PKTurSTR;Strojovna Turgeněvova
Turgeněvova 18a;PK Turgeněvov.18a;Černovice;49.1891186;16.6451608;214.5;PK;PKTur_MT;Měření Turgeněvova
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;K3UvcKOT;Kotle 3 U Velké ceny
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;K3UvcSTR;Strojovna 3 U Velké ceny
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;K3UvcMT;Měření K3 U Velké ceny
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdUvcSTR;PDS U Velké ceny
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdStaSTR;PDS Stamicova
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdVorSTR;PDS Voříškova
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdZebSTR;PDS Žebětínská
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdUvcMT;Měř. PDS U Velké ceny
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdStaMT;Měř. PDS Stamicova
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdVorMT;Měř. PDS Voříškova
U Velké ceny 10a;PK K3 U Velké ceny;Kohoutovice;49.1982231;16.5311264;389.2;PK;PdZebMT;Měř. PDS Žebětínská
Ukrajinská 1a;PK K1 Ukrajinská;Bohunice;49.1669975;16.5867917;247.6;PK;K1UkrKOT;Kotelna K1 Ukrajinská
Ukrajinská 1a;PK K1 Ukrajinská;Bohunice;49.1669975;16.5867917;247.6;PK;K1UkrSTR;Strojovna K1 Ukrajinská
Ukrajinská 2a;PK K2 Ukrajinská;Bohunice;49.8268969;18.1923719;238.0;PK;K2UkrKOT;Kotelna K2 Ukrajinská
Ukrajinská 2a;PK K2 Ukrajinská;Bohunice;49.8268969;18.1923719;238.0;PK;K2UkrSTR;Strojovna K2 Ukrajinská
Ukrajinská 5a;PK K3 Ukrajinská;Bohunice;49.1684175;16.5867806;252.2;PK;K3UkrKOT;Kotelna K3 Ukrajinská
Ukrajinská 5a;PK K3 Ukrajinská;Bohunice;49.1684175;16.5867806;252.2;PK;K3UkrSTR;Strojovna K3 Ukrajinská
ulice Čoupkových 10a;PKK23 Čoupkova;Komín;49.2224144;16.5492022;229.4;PK;K23CoKOT;Kotle K23 Čoupkova
ulice Čoupkových 10a;PKK23 Čoupkova;Komín;49.2224144;16.5492022;229.4;PK;K23CoSTR;Strojovna K23 Čoupkova
ulice Čoupkových 28a;PKK22 Čoupkova;Komín;49.2223428;16.5513764;225.4;PK;K22CoKOT;Kotle K22 Čoupkova
ulice Čoupkových 28a;PKK22 Čoupkova;Komín;49.2223428;16.5513764;225.4;PK;K22CoSTR;Strojovna K22 Čoupkova
Ulička 1a;PK K8 Ulička;Kohoutovice;49.1925508;16.5360542;354.9;PK;K8UliKOT;Kotle K8 Ulička
Ulička 1a;PK K8 Ulička;Kohoutovice;49.1925508;16.5360542;354.9;PK;K8UliSTR;Topení K8 Ulička
Ulička 1a;PK K8 Ulička;Kohoutovice;49.1925508;16.5360542;354.9;PK;K8UliMT;Měření K8 Ulička
Ulička 1a;PK K8 Ulička;Kohoutovice;49.1925508;16.5360542;354.9;PK;UliPS1MT;Měření Ulička 1,4,10,16
Ulička 1a;PK K8 Ulička;Kohoutovice;49.1925508;16.5360542;354.9;PK;UliPS2MT;Měř. Výlet.1,7
Urbánkova 16a;PKK9 Urbánkova 16a;Komín;49.2253617;16.5563842;247.7;PK;K9UrbKOT;Kotle K9 Urbánkova
Urbánkova 16a;PKK9 Urbánkova 16a;Komín;49.2253617;16.5563842;247.7;PK;K9UrbSTR;Strojovna K9 Urbánkova
Uzbecká 13;PK8 Uzbecká;Bohunice;49.1726658;16.5802017;272.3;PK;K8UzbKot;Kotle K8 Uzbecká
Uzbecká 13;PK8 Uzbecká;Bohunice;49.1726658;16.5802017;272.3;PK;K8UzbStr;Strojovna K8 Uzbecká
V Újezdech 12;KM13 V Újezdech 12;Medlánky;49.2447092;16.5715008;261.4;PK;KM13RSTR;KM 13 V Újezdech 12
V Újezdech 18;KM 9 V Újezdech 18;Medlánky;49.2451353;16.5699819;260.4;PK;KM9UjSTR;KM 9 V Újezdech 18
Vaculíkova 14;VS ISŠ Gemini;Lesná;49.2283722;16.6232572;284.8;HV;ISSGemin;Integr.stř.škola Gemini
Valtická 1a;VSV07 Valtická 1a;Vinohrady;49.2027725;16.6570694;292.8;HV;V07VaKOT;Kotle V07 Valtická
Valtická 1a;VSV07 Valtická 1a;Vinohrady;49.2027725;16.6570694;292.8;HV;V07VaSTR;Stroj. V07 Valtická
Valtická 1a;VSV07 Valtická 1a;Vinohrady;49.2027725;16.6570694;292.8;HV;V07VaMT;Měření V07 Valtická
Vaculíkova 13;HO10 Vaculíkov.13;Lesná;49.2302536;16.6199769;292.5;HV;HO10VKOT;Kotle HO10 Vaculíkova
Vaculíkova 13;HO10 Vaculíkov.13;Lesná;49.2302536;16.6199769;292.5;HV;HO10VSTR;Stroj. HO10 Vaculíkova
Vaculíkova 13;HO10 Vaculíkov.13;Lesná;49.2302536;16.6199769;292.5;HV;HO10VMT;Měření HO10 Vaculíkova
Vaculíkova 13;HO10 Vaculíkov.13;Lesná;49.2302536;16.6199769;292.5;HV;VacPS1MT;Vacul.2,5,8,11,Gemi.Mile
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;K2ValKOT;Kotle PK2 Valouškova
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;K2ValSTR;Strojovna PK2 Valouškova
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;K2ValMT;Měření PK2 Valouškova
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal02;PDS Valouškova 2
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal04;PDS Valouškova 4
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal05;PDS Valouškova 5
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal06;PDS Valouškova 6
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal08;PDS Valouškova 8
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal10;PDS Valouškova 10
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal11;PDS Valouškova 7
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal12;PDS Valouškova 12
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSVal13;PDS Valouškova 13
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSPis06;PDS Piškova 6
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSPis08;PDS Piškova 8
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;PDSPis14;PDS
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;ValPS1MT;
Valouškova 2a;PK2 Valouškova 2a;Bystrc;49.2273642;16.5219242;244.0;PK;ValPS2MT;
Valtická 23;VSV05 Valtická 23;Vinohrady;49.2027597;16.6598233;291.4;HV;V05VaKOT;Kotle V05 Valtická
Valtická 23;VSV05 Valtická 23;Vinohrady;49.2027597;16.6598233;291.4;HV;V05VaSTR;Stroj. V05 Valtická
Valtická 23;VSV05 Valtická 23;Vinohrady;49.2027597;16.6598233;291.4;HV;V05VaMT;Měření V05 Valtická
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;K1VanKOT;Kotle K1 Vanhalova
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;K1VanSTR;Stroj. K1 Vanhalova
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;K1VanPS1;PDS Vanhalova 1-11
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;K1VanPS2;PDS Prokofjevov.1-11,2,4
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;K1VanPS3;PDS Chalabalova 1,3,5
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;MTVanPS1;Sontex PDS Vanh. 1-11
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;MTVanPS2;Sontex PDS Prok.1-11,2,4
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;MTVanPS3;Sontex PDS Chalaba.1,3,5
Vaňhalova 1a;PK K1 Vanhalova;Kohoutovice;49.1935383;16.5404961;350.8;PK;K1VanBAZ;PDS Vaňhalova - bazén
Velkopavlovická 8a;VSV02 Velkopavlov.;Vinohrady;49.2054556;16.6639481;286.9;HV;V02VeKOT;Kotle V02 Velkopavlov.
Velkopavlovická 8a;VSV02 Velkopavlov.;Vinohrady;49.2054556;16.6639481;286.9;HV;V02VeSTR;Stroj. V02 Velkopavlov.
Velkopavlovická 8a;VSV02 Velkopavlov.;Vinohrady;49.2054556;16.6639481;286.9;HV;V02VeMT;Měření V02 Velkopavlov.
Větrná 1a;PK3 Větrná 1a;Bystrc;49.2230011;16.5218772;259.5;PK;K3VetKOT;Kotle PK3 Větrná
Větrná 1a;PK3 Větrná 1a;Bystrc;49.2230011;16.5218772;259.5;PK;K3VetSTR;Strojovna PK3 Větrná
Vídeňská;VS Vídeňská 56a;Štýřice;49.1803475;16.5938053;217.3;HV;VSVidKOT;Ohřívače VS Vídeňská
Vídeňská;VS Vídeňská 56a;Štýřice;49.1803475;16.5938053;217.3;HV;VSVidSTR;Strojovna VS Vídeňská
Vídeňská;VS Vídeňská 56a;Štýřice;49.1803475;16.5938053;217.3;HV;VSVidMT;Měření VS Vídeňská
Vlčnovská 8a;VSV09 Vlčnovská 8a;Vinohrady;49.2072739;16.6585008;298.7;HV;V09VlKOT;Kotle V09 Vlčnovská
Vlčnovská 8a;VSV09 Vlčnovská 8a;Vinohrady;49.2072739;16.6585008;298.7;HV;V09VlSTR;Stroj. V09 Vlčnovská
Vlčnovská 8a;VSV09 Vlčnovská 8a;Vinohrady;49.2072739;16.6585008;298.7;HV;V09VlMT;Měření V09 Vlčnovská
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;V15VlKOT;Kotle VS15 Vlkova
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;V15VlSTR;Stroj. VS15 Vlkova
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;V15VlMT;Meření VS15 Vlkova
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;VS15VPS1;PDS Vlkova 1a,1,3,5
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;VS15VPS2;PDS Vlkova 7,9,11
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;VS15VPS3;PDS Strnad 1,3,5,7,9,11
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;VlkPS1MT;Měření Vlkova 1a,1,3,5
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;VlkPS2MT;Měření Vlkova 7,9,11
Vlkova 2;VS15 Vlkova 2;Líšeň;49.2049269;16.6684436;278.4;HV;VlkPS3MT;Měření Strn 1,3,5,7,9,11
Vlkova 4;VS Vlkova 4 pošta ;Líšeň;49.2055639;16.6710483;292.2;HV;VVlk4STR;Str. VS Vlkova 4 pošta
Vltavská 2a;PK K9 Vltavská;Lískovec;49.1693611;16.5642508;263.6;PK;K9VltKOT;Kotle K9 Vltavská
Vltavská 2a;PK K9 Vltavská;Lískovec;49.1693611;16.5642508;263.6;PK;K9VltSTR;Strojovna K9 Vltavská
Vojtova 1;VS Vojtova 1;Štýřice;49.1830131;16.6000569;205.7;HV;VSVojKOT;Ohřívače VS Vojtova
Vojtova 1;VS Vojtova 1;Štýřice;49.1830131;16.6000569;205.7;HV;VSVojSTR;Strojovna VS Vojtova
Vondrákova 25a;PK4 Vondrákova 25a;Bystrc;49.2216031;16.5247992;254.2;PK;K4VonKOT;Kotle PK4 Vondrákova
Vondrákova 25a;PK4 Vondrákova 25a;Bystrc;49.2216031;16.5247992;254.2;PK;K4VonSTR;Stroj. PK4 Vondrákova
Vondrákova 9a;PK Vondrákova 9a;Bystrc;49.2222078;16.5287375;232.3;PK;DSPVoKOT;Kotle DSP Vondrákova
Vondrákova 9a;PK Vondrákova 9a;Bystrc;49.2222078;16.5287375;232.3;PK;DSPVoSTR;Strojovna DSP Vondrákova
Voroněžská 1;VS Voroněžská 18;Žabovřesky;49.2160222;16.5822961;245.0;HV;VsV18STR;Strojovna Voroněžská 18
Voroněžská 1;VS Voroněžská 18;Žabovřesky;49.2160222;16.5822961;245.0;HV;VsV18MT;Měření Voroněžská 18
Voroněžská 2;VS Voroněžská 2;Žabovřesky;49.2153928;16.5859333;248.9;HV;VsVo2STR;Strojovna Voroněžská 2
Voroněžská 2;VS Voroněžská 2;Žabovřesky;49.2153928;16.5859333;248.9;HV;VsVo2MT;Měření Voroněžská 2
Voroněžská 3;VS Voroněžská 3;Žabovřesky;49.2151319;16.5846631;247.0;HV;VsVo3STR;Strojovna Voroněžská 3
Voroněžská 3;VS Voroněžská 3;Žabovřesky;49.2151319;16.5846631;247.0;HV;VsVo3MT;Měření Voroněžská 3
Voroněžská 4;VS Voroněžs.4 POS1;Žabovřesky;49.2155750;16.5852081;248.9;HV;VsVo4STR;Strojovna Voroněžská 4
Voroněžská 4;VS Voroněžs.4 POS1;Žabovřesky;49.2155750;16.5852081;248.9;HV;VsVo4MT;Měření Voroněžská 4
Voroněžská 5;VS Voroněžská 5;Žabovřesky;49.2157881;16.5843594;248.5;HV;VsVo5STR;Voroněžská 5 dětský dom.
Voroněžská 5;VS Voroněžská 5;Žabovřesky;49.2157881;16.5843594;248.5;HV;VsVo5MT;Měření 5 dětský dom.
Voroněžská 6;VS Voroněžská 6;Žabovřesky;49.2159492;16.5854381;249.7;HV;VsVo6STR;Strojovna Voroněžská 6
Voroněžská 6;VS Voroněžská 6;Žabovřesky;49.2159492;16.5854381;249.7;HV;VsVo6MT;Měření Voroněžská 6
Voroněžská 9;VS Voroněžská 9;Žabovřesky;49.2154767;16.5836506;246.1;HV;VsVo9STR;Strojovna Voroněžská 9
Voroněžská 9;VS Voroněžská 9;Žabovřesky;49.2154767;16.5836506;246.1;HV;VsVo9MT;Měření Voroněžská 9
Voříškova 33a;PK K6 Vořiškova;Kohoutovice;49.2004350;16.5328053;386.0;PK;K6VorKOT;Kotle K6 Vořiškova
Voříškova 33a;PK K6 Vořiškova;Kohoutovice;49.2004350;16.5328053;386.0;PK;K6VorSTR;Strojovna K6 Voříškova
Vrázova 59;Vrázova59+53,55,57;Žabovřesky;49.2192733;16.5689461;256.1;HV;VSV59STR;Str. Vrázova59+53,55,57
Vrázova 59;Vrázova59+53,55,57;Žabovřesky;49.2192733;16.5689461;256.1;HV;VSV59MT;Měř. Vrázova59+53,55,57
Vrbenského 17;PKK25 Vrbenskéh.17;Komín;49.2261400;16.5526831;260.0;PK;K25VrKOT;Kotle K25 Vrbenského
Vrbenského 17;PKK25 Vrbenskéh.17;Komín;49.2261400;16.5526831;260.0;PK;K25VrSTR;Strojovna K25 Vrbenského
Vsetínská 20;VS Vsetínská 20;Štýřice;49.1774628;16.5982669;209.4;HV;VsVseSTR;Stroj.Vsetínská 20-LOGO
Vsetínská 20;VS Vsetínská 20;Štýřice;49.1774628;16.5982669;209.4;HV;VsVseMT;Měření Vsetínská 20-LOGO
Vychodilova 10;VS Vychodilova 10;Žabovřesky;49.2199919;16.5727367;242.9;HV;VVy10STR;Strojovna Vychodilova 10
Vychodilova 10;VS Vychodilova 10;Žabovřesky;49.2199919;16.5727367;242.9;HV;VVy10MT;Měření Vychodilova 10
Vychodilova 11;VS Vychodilova 11;Žabovřesky;49.2194800;16.5723697;242.2;HV;VVy11STR;Strojovna Vychodilova 11
Vychodilova 11;VS Vychodilova 11;Žabovřesky;49.2194800;16.5723697;242.2;HV;VVy11MT;Měření Vychodilova 11
Vychodilova 12;VS Vychodilova 12;Žabovřesky;49.2205689;16.5721553;246.9;HV;VVy12STR;Strojovna Vychodilova 12
Vychodilova 12;VS Vychodilova 12;Žabovřesky;49.2205689;16.5721553;246.9;HV;VVy12MT;Měření Vychodilova 12
Vychodilova 13;VS Vychodilova 13;Žabovřesky;49.2196844;16.5722089;243.7;HV;VVy13STR;Strojovna Vychodilova 13
Vychodilova 13;VS Vychodilova 13;Žabovřesky;49.2196844;16.5722089;243.7;HV;VVy13MT;Měření Vychodilova 13
Vychodilova 14;VS Vychodilova 14;Žabovřesky;49.2210203;16.5713386;251.1;HV;VVy14STR;Strojovna Vychodilova 14
Vychodilova 14;VS Vychodilova 14;Žabovřesky;49.2210203;16.5713386;251.1;HV;VVy14MT;Měření Vychodilova 14
Vychodilova 16;VS Vychodilova 16;Žabovřesky;49.2203658;16.5710700;248.8;HV;VVy16STR;Strojovna Vychodilova 16
Vychodilova 16;VS Vychodilova 16;Žabovřesky;49.2203658;16.5710700;248.8;HV;VVy16MT;Měření Vychodilova 16
Vychodilova 17;VS Vychod.17 POS8;Žabovřesky;49.2199203;16.5710914;247.1;HV;VVy17STR;Strojovna Vychodilova 17
Vychodilova 17;VS Vychod.17 POS8;Žabovřesky;49.2199203;16.5710914;247.1;HV;VVy17MT;Měření Vychodilova 17
Vychodilova 2;VS Vychodilova 2;Žabovřesky;49.2188906;16.5735514;236.3;HV;VsVy2STR;Strojovna Vychodilova 2
Vychodilova 2;VS Vychodilova 2;Žabovřesky;49.2188906;16.5735514;236.3;HV;VsVyc2MT;Měření Vychodilova 2
Vychodilova 4;VS Vychodilova 4;Žabovřesky;49.2191439;16.5733272;237.6;HV;VsVy4STR;Strojovna Vychodilova 4
Vychodilova 4;VS Vychodilova 4;Žabovřesky;49.2191439;16.5733272;237.6;HV;VsVyc4MT;Měření Vychodilova 4
Vychodilova 6;VS Vychodilova 6;Žabovřesky;49.2191472;16.5739697;237.9;HV;VsVy6STR;Strojovna Vychodilova 6
Vychodilova 6;VS Vychodilova 6;Žabovřesky;49.2191472;16.5739697;237.9;HV;VsVyc6MT;Měření Vychodilova 6
Vychodilova 7;VS Vychodilova 7;Žabovřesky;49.2190878;16.5727061;239.7;HV;VsVy7STR;Strojovna Vychodilova 7
Vychodilova 7;VS Vychodilova 7;Žabovřesky;49.2190878;16.5727061;239.7;HV;VsVy7MT;Měření Vychodilova 7
